1147	50
1135	71
1153	93
1125	100
2018	100
2197	100
2252	100
1159	106
1124	107
2000	107
2440	107
2006	113
1129	114
1179	114
2149	114
2399	136
2012	143
1240	144
1130	150
1141	150
1160	150
1165	150
1172	150
1173	150
1276	150
2001	150
2019	150
2400	150
2007	157
1142	163
1137	164
1180	164
2150	164
2424	164
1285	171
2242	171
2155	179
2013	181
1275	186
2198	186
1154	194
1241	194
1166	200
1232	200
1249	200
2014	200
1148	206
2330	206
2165	207
2253	213
2300	214
2340	229
1167	236
2015	236
2199	236
2232	238
1136	243
1237	243
1286	243
2243	243
1126	250
1250	250
1316	250
2254	250
2311	250
1295	257
2175	258
2321	258
1277	260
1149	267
1296	270
1325	270
2002	279
2386	279
2011	286
1315	288
2166	288
1306	290
1127	292
1248	300
1327	300
2369	300
1144	314
1251	317
1305	317
2021	317
1326	320
2241	325
1174	329
1280	330
2153	333
2005	336
2332	336
2176	338
1155	343
2003	350
2301	350
2320	350
2401	350
2426	350
2383	358
1181	360
2317	360
1175	364
2177	367
2298	367
2178	370
2299	370
1131	375
2022	380
2156	383
2157	383
2303	388
2442	388
2151	390
1161	392
1150	400
1156	400
1235	400
1244	400
1320	400
2152	400
2169	400
1243	413
2302	413
1245	417
2161	417
2233	417
2435	425
1254	433
1287	433
1331	433
2182	433
2223	433
2438	433
2009	438
2447	440
1138	450
1157	450
1162	450
1168	450
1236	450
1246	450
1297	450
1318	450
1328	450
2008	450
2160	450
2170	450
2304	450
2322	450
2342	450
2382	450
2444	450
1140	460
1176	463
2425	463
1253	467
2249	467
2297	467
1132	470
2225	475
2255	475
2437	475
2441	475
1163	479
1182	480
1283	483
2222	483
2333	483
2200	490
2402	493
1309	500
1330	500
2237	500
2244	500
2245	500
2247	500
2305	500
2326	500
2334	500
2371	500
2380	500
1311	513
2295	513
1312	517
1145	520
1233	525
1282	525
1289	525
1302	525
1304	525
2167	525
2296	525
2306	525
1242	533
2224	533
2312	533
2325	533
1310	538
2201	538
2403	538
1133	550
1134	550
1183	550
1288	550
1290	550
1291	550
1298	550
1308	550
2163	550
2180	550
2181	550
2236	550
2294	550
2328	550
2429	550
2431	550
2434	550
2449	550
2428	563
1252	567
2162	567
1128	575
2020	575
2168	575
2310	575
2348	575
2436	575
2439	575
2446	575
2370	583
2372	583
1301	600
1319	600
1329	600
1333	600
2159	600
2171	600
2229	600
2251	600
2256	600
2293	600
2318	600
2336	600
2343	600
2346	600
2443	600
2456	600
2344	613
2335	617
1317	625
2313	625
2376	638
2397	638
1238	650
1281	650
1324	650
2164	650
2173	650
2257	650
2309	650
2315	650
2374	650
2379	650
2385	650
2432	650
2454	650
2239	667
1169	675
1255	675
2179	675
2250	675
1279	683
2202	683
2323	683
2345	683
1143	700
2017	700
2329	700
2373	700
2390	700
1158	725
2448	725
1152	733
1139	750
1293	750
1307	750
1322	750
1323	750
2235	750
2316	750
2324	750
2430	750
2451	750
1171	760
1300	775
2427	780
1313	783
2172	800
2234	800
2290	800
2308	800
2388	800
1321	825
1314	833
1294	850
2327	850
2341	850
1284	875
2455	875
1178	900
2023	900
2314	900
1184	950
1332	950
2183	950
2307	950
2337	950
2375	950
1146	975
2291	975
2404	975
1256	1000
2226	1000
2228	1000
2240	1000
2405	1000
1185	1050
1278	1050
1292	1050
2016	1050
2154	1050
2158	1050
2347	1050
2384	1050
2453	1050
2433	1075
1170	1100
1303	1100
2230	1100
2338	1100
2377	1100
1151	1125
1177	1150
2248	1150
2339	1150
2203	1175
2227	1200
2231	1200
2246	1200
1299	1250
2258	1250
2319	1250
2378	1250
2174	1300
2184	1300
2238	1300
2387	1300
1164	1525













0000	20
0001	30
0002	30
0003	30
0004	30
0005	40
0006	30
0007	30
0008	40
0009	90
0010	70
0011	50
0012	50
0013	50
0014	50
0015	50
0016	50
0017	60
0018	20
0019	30
0020	30
1000	20


